cleaned_text,label
it makes you a nigger fucking a goat.,toxic
this is twitter. not only are you a fag but youre also retarded.,toxic
lmao bitch know we stand there everyday ;;,toxic
bitch dont retweet my question. psh!! nasty ass ho.,toxic
"is that im a twat or im twat, like formally?",toxic
uh youre trash. ;,toxic
just watched your video good stuff thought id let you in on the new boss boon says old character but will be surprise. its argus,normal
bitch im up for sale every weekend ;;,toxic
omg her nips ;,toxic
i was taking a picture and that bitch scared me lmao,toxic
bitch shut up men are talking an,toxic
unpredictable is an excuse for retarded,toxic
haha yuhhh did i hit that hoe or what,toxic
no not at all. its a slippery slope. just dont want to lose my right to self defense. 1st its background checks then?,normal
blaxican,normal
me n glo boy will get young chop in that bitch too,toxic
you pissing in my trash can again?,toxic
im not a nigglet ;,toxic
all of these rednecks and none of them can keep the fire lit ;;,toxic
because either way that makes you a bitch.,toxic
trash,toxic
because hoes disguise themselves as real women,toxic
lmfao thats dead them hoes gotta pay,toxic
mock draft?,normal
the base and would mean it would hurt like a bitch to have one broken off.,toxic
shit is trash,toxic
that bitch needs a tittielift,toxic
plot twist you have no penis. penny would make that bitch like a balloon.  balloons and bitches can all float,toxic
i didnt know that was a fad sounds fucking retarded haha,toxic
wagon burner! jk jk you did look pretty latino here,normal
mormon hoes ;,toxic
"but but but you said vibe. which means i have to say bitch, dont kill my vibe.",toxic
hahaha it makes sense hoe ;p,toxic
lets hang fag,toxic
better off banning teabaggers and their anti american supporters,normal
name that hoe im 61 on my license tho,toxic
no clue but these bad hoes aint really bad,toxic
these hoes dont want no help but they want all the help,toxic
whats this chinks email? im moving to china and slicing his throat,toxic
raspy ass voice annoying bitch???,toxic
nah bama fans aint finna have a nigger running the offense.,toxic
ghetto gold needa be the first music vid!,normal
nigger mad,toxic
bruh why it look like a niggah dick slapped the baby ;,toxic
like i really want a rafter monkey,normal
are you for real right now!!  this kid haha where you at pussy,toxic
"i know, bitches. lets do something this weekend. lets bake!",toxic
its not till later hoe! unless your having a sleepover...,toxic
message me hoe! i need to plan stuff.,toxic
shut up bitch it looks smooth like a booty,toxic
"it doesnt matter if it was a joke, the fact still remains that hes a faggot for pretending to be a girl",toxic
"bitch i didnt even know you, i was only fucking with real niggas and damn sure wasnt one of them",toxic
bitch fight me so i can make you shut up am going to back my shit up,toxic
bitch stfu and get off my page,toxic
"does smdh stand for suck my dick, hoe?",toxic
little sissy bitch,toxic
i hear bill likes trailer trash like you.,toxic
and profeten voor m?niemand weet exacte leeftijden maar v aicha opeens wel.again zelfs mn ma weet niet hoe oud z is,toxic
i like how his tattoo on his head forms a mullet. white trash people can be so entertaining sometimes,toxic
i love white noise and love delillo. i;ve resisted reading house of leaves for years. it mocks me on my shelf.,normal
pussy!!!!!,toxic
bro once im there next year ill make you look like straight trash so enjoy it the little time you have left,toxic
dyke ron;;;,toxic
youre frumpy bitch,toxic
go fuck your self pussy ;,toxic
lucky monkey,normal
bitch boys,toxic
a .4? jesus take me now rt   bitch you go for a .4 and mc donalds. fuck out the spot,toxic
a 50 dollar card make a young nicca go hard .. throw in a cell phone i can get you left on the yard!,toxic
a gwb appointee. there goes the activist judges slant. oh wait? its already been exposed as completely farcical. a gwb appointee.,normal
a message for all of humanity  charlie chaplin,normal
a nigguh spitting dat crack to your bitch,toxic
a yankee win makes any day better.,normal
a bad bitch who knows her carsgt;gt;gt;,toxic
a basic bitch will piss me off every single time.,toxic
a bf and gf; are suppose to laugh; at these hoes; together;. a guy should never have these hoes; laughing; at his girl;,toxic
"a big ass wasp was flying round on my bus, my dike bus driver stops the bus, grabs that bitch by the wings, and throws it out the window ;",toxic
a bird just flew into my window?????? i hope hes okay ;,normal
a bird just smacked right into my car window. my parked car window ; scared the fuck outta me,toxic
a bitch cant resist a nugga with a fresh cut shit i can hardly resist myself when j get one ;,toxic
a bitch could never come out of her mouth and speak on shit that she has no idea what shes talking about.,toxic
a bitch like you need to get fucked right every night,toxic
a bitch wanna get slick ;;;;,toxic
a bitch who cant keep a man rt  which one of you air headed bitches made this?,toxic
a bitch who cant ride dick is useless,toxic
"a bitch will be quick to get mad if they have to write and essay, but go post 1,000 tweets with ease.",toxic
"a boyfriend who tells hoes and sluts, i have a girlfriend, is a real ass dude.",toxic
"a dick has a sad life his hair is a mess, his family is nuts, his neighbors an asshole, his bestfriends a pussy, and his owner beats him.;;",toxic
a down bitch for a real nigga,toxic
a dude with money can only impress a broke bitch.,toxic
a dyke who wears strap ons cant brag to me that she beats the pussy better than me because her dildo cant cum and make her stop.,toxic
a fat bitch gt; rt  a strong black woman gt; rt  kimgt;kourtneygt;kendallgt;khloegt; kylie,toxic
a fuck aint shit to these new age hoes,toxic
a ghetto girls best bet is to find work at a call center and try to climb that corporate latter.,normal
a girl knows when a niggah just trynna fuck .,toxic
a girl who getting it in school and work.... i applaud you! yall the real bitches! yall doing what you do and doing it well!,toxic
"a girlfriend is almost a bill lowkey. so at this point in my life where i should be gettin outta my moms crib, ill rather just have hoes.",toxic
a girlfriend would be cool but pussy is all they got nowadays,toxic
a guy claiming to be republican called cspan news and said republicans hate that nigger obama,toxic
a guy on true blood is getting his penis inspected and the doctor told him it look like an eggplant ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,toxic
"a hoe gon be a hoe, that aint a hunnid.",toxic
a hoe gone be a hoe they aint ;,toxic
a hoe gonna be a hoe regardless,toxic
"a hoe nigga will not be tolerated,",toxic
"a homeless dog living in a trash pile gets rescued, and then does something amazing! please share.  via",normal
a hunned hunneds nicca,toxic
a knock on the door. who could it be at this hour?! i shuffle down the hall. who is it? i ask. its a bad bitch and a burrito. the end.,toxic
a lady approached me asking me if i was religious and when i said no she scolded me on how im going to hell. see you there crazy bitch ;,toxic
"a light, tender yellow butter cake with a classic boiled icing, traditionally made from burnt sugar",normal
a lot of i fucked up call me back this bitch is tripping .. lol,toxic
a lot of bitches eat ass nowadays ;,toxic
a lot of cool bitches that a nigga went to school with was major hoes ... and they man dont know,toxic
a lot of dumb bitches out here....,toxic
a lot of you niggas turned these bitches into sketch ass bitches,toxic
a lotta niccas all talk i jus let em do it,toxic
a lotta u niccas aint who u say u is!,toxic
a man will cheat on his woman.. fuck 20 different bitches in 1 year.,toxic
a miserable bitch is on the docket today. lois misery lerner better get grilled. the ordered harassment was undeniable.,toxic
a new way to look for aliens find their trash ;,normal
a nicca aint do shit all day,toxic
a nicca aint perfect but my heart is pure,toxic
a nicca got some crazy head last night ;;;;;;;;;,toxic
a nicca is hungry ... as fuck!!,toxic
a nicca is hungry as fuk!!,toxic
a nicca is hungry as hell,toxic
a nicca need a maid,toxic
a nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at,toxic
a nicca still tired from last night ... wtf!!,toxic
"a nigga could tell you he aint fucking with her but really do be , thats why you gotta ask . most of the time a bitch wont lie about that",toxic
a nigga will say the worst about a bitch and shell still feel validated as long as he would fuck her.,toxic
a pharaohs nd his angry bird,normal
a random am scroll lands me here...rt  charlie horses durin sex just simply means you didnt drink enough water that day,normal
"a real gangster ass nigga know the play, the real gangster ass niggas gets the flyest of the bitches, ask that gangster ass nigga little j",toxic
a real nigga aint complete without a real bitch,toxic
a shockingly true tale from the oreo that almost got devoured.,normal
a squad of dyke cholas fear nobody. they worse than the cartel,normal
a tall tee n sum slouch shoes on i couldve fucc yo bitch,toxic
a teen was running around target in monkey pjs screaming oo oo ah ah and the fitting room girls were cackling. was today designed to annoy me?,normal
a week till im out this bitch.. thank god,toxic
"a white lighter is bad luck, not yellow ur stupid",normal
a wise man once said damn i hate a bitch that like to argue nd shit,toxic
a yellow jacket landed on my mouth and stung me while i was cutting grass..safe to say he won ;,normal
arod said the number  he wears on his uniform is for opposing teams to fear him but the fact is arod is a damn cancer to the,normal
a1 bricks in this bitch we in gucci house,toxic
ahhh karmas a bitch,toxic
all he needs is a skirt!!! sure looks like a bitch to me.,toxic
american government preaches no bullying creating a new generation of pussies!,toxic
and  called  a monkey. lol!  rt!  if the shoe fits! cause it sure looks like he married one!,normal
attention! leggings aint for everybody. especially you hippo looking hoes!,toxic
"attn  all brown university students, the stop and frisk protesters will be systematically dispersed into random u.s. ghettos. good luck.",normal
"abby doesnt understand how beautiful she is, bitch you is straight up trippin. you know guys be droolin boutchu. dont play. lmao",toxic
abed and i are gonna retire in florida and get all the bad bitches in the nursing home.,toxic
abed looks like he has to take a shit,toxic
about all u can expect from a nicca that can barely talk! lmao rt   dude cant spell worth shit yo lol,toxic
about to be 23. officially an old ass bitch,toxic
about to go watch dis bitch birth the devil,toxic
about to smack some peckerwoods in a judge pit,toxic
absolutely absurd that they even had to think about that call.,normal
"accept your flaws and imperfections because thats what makes you, you! see im a fuck, small dick faggot with parents who dont love me.",toxic
"according to my brothers ipod, its december 1969. if so, i predict that mickey mantle of the ny yankees will announce his retirement march 1",normal
acid yellow,normal
act like im casper get ghost with a bitch,toxic
actual quote from local cop  there are too many pussies in this town.,toxic
actually im gonna have  train her to be a fag. dont you dare bring a boy into my house you slut.you scissor like a good girl,toxic
adam west? rt  lmao this is trash b,normal
add my snapchat lil bitch trevaughn3,toxic
aerin told me to leave them lightskin boys alone. shit bitch i did ;;,toxic
af rt    nah these hoes stupid,toxic
after 27 weeks straight of that nigga being you mcm we get it bitch yall fucking ;;;;,toxic
after deztinis session we needed this lmao jk girl good yob lol,normal
"after i say some shit i just be like  wow that was so uncalled for , youre really a bitch  ;; attitude on ;",toxic
"after kuroda gave it his all putting up career numbers but getting no run support, the yankees dont deserve to get into the world series",normal
after a fight in the club in new orleans them bitches start jumping,toxic
"after seeing kansas play duke a couple weeks ago, i could tell you im surprised that charlie weis has been let go...but im not.",normal
after the leg workout i was put through today walking up the stairs is a straight up bitch!,toxic
after tonightandand many more nights to come!! i will show you what a cold hearted bitch can do!!!,toxic
after watching the desolation of smaug i have come to the conclusion that bilbo made all other hobbits look like bitches in lotr.,toxic
after you get good pussy you be feelin like you just found the last dragon ball..,toxic
"aghh! i took my 15minute break to relax for a bit, not to here this bitch yellandcomplain! ;",toxic
ahhh fuck it lets go 405 rows for the hoes,toxic
ahhhh but now im fuckin all you niqqas hoes ;;;;,toxic
ahmeds moms bomb pussygt;gt;gt;,toxic
aint been on this hoe all day,toxic
aint been on this hoe all day haha,toxic
aint even fuckin wit shady bitches,toxic
aint fuckin wit nomore hoes got who i want ;;;;;;,toxic
"aint it a bitch when one of the people you get so excited hearing from, sends the shortest most closedended thing ever? ugh let down",toxic
"aint like them guys who wine and dine to keep they women.. my bitches only want two things, thats to get high and kick it",toxic
aint me aint me these pussy ass niggas aint me !,toxic
aint met a bitch yet that could compete.,toxic
aint no bitch doe,toxic
aint no broke bitches standing next to me;;,toxic
aint no love in the ghetto ;,normal
aint no pussy better than loyal pussy!,toxic
aint nobody up .. tl slick dead .. other than the females bashing niccas early dis morning lol,toxic
aint none of these hoes loyal none of em if i cloud show yall the stuff be coming thru my phone....but that aint none of yall business,toxic
aint nothing funnier then watching a woman try to hide her inner hoe ;;; know she like to get hit from the back and have a finger...nvm,toxic
aint nothing funnier then watching somebody live a complete different life on the internet i be like who this hoe think she foolin,toxic
aint nothing that good head or pussy that curl yah toes up;;,toxic
aint nun ordinary about this bitch ;;,toxic
aint nuttin but a white trash party.,toxic
aint shit like fucking another nigga bitch and askin her who pussy is this and she say yours lmao no bitch im stealing this pussy lol,toxic
aint shit pretty but my bitch and my momma anyone can get the drama,toxic
aint that a bitch.,toxic
aint this a bitch,toxic
aint this a bitchgt; clock mistake in alabamaarkansas  via  champ drive,toxic
aint  jus bitches i wan fck day?,toxic
aint this a bitch... i just saw my bitch kiss a bitch . you lucky i dont kill yo ass but you can still get pistol whipped  wayne,toxic
"aint no bitches here... well, like 3",toxic
aint no hoe in blood,toxic
"aint no hoe worth loosing your wife, aint no beef worth loosing your life!",toxic
aint no pussy better then perk pussy,toxic
aint nobody wearing those new westbrook jordans but mexicans and trailer park trash white girls.,toxic
"aint this a bitch,! the power out from this shit.",toxic
al noooo ...... too late fuckin faggot ! lmao,toxic
alabama won tho. so roll tide bitch,toxic
"alarm set, early bird n all that. night all xx",normal
alcohol....drunk hoe ; i miss...;,toxic
alex smith saw his career leave with that fumble and reeled that bitch back in with everything he had.,toxic
alex smith such a got damn bitch man,toxic
alex smith wears red and yellow now so quit being psycho ex boyfriends and get over him. hes in the past,normal
alexas phone gave us colors and julia got yellow im dying,normal
"alfredo, linguini, pasta.... just fancily prepared trash",normal
alibaba  jack ma gotta love a guy who beat meg whitmans albino ass back to the us. freakin commie genius.,toxic
alice took advantage of me last night...... that bitch wont tonight!!!!!,toxic
all dese yung niggaz pussy,toxic
"all i ask for is love n loyalty. . nothing else. no arguing over other bitchesniggas , no he say she say , no social media bs... just love",toxic
all i did was said her weed was trash,normal
all i ever want is for someone to love me as deeply and devotedly as charlie kelly loves the waitress.,normal
"all i got for these hoes is dick, duct tape, and a stapler.",toxic
all i need is a 100 million dollars bc i got that bad bitch,toxic
"all i need is one, i dont want the hoes",toxic
all i want for my birthday is a big booty hoe ;;,toxic
all i want for my birthday is a big booty hoe.,toxic
all i want is a 100 million dollars and a bad bitch,toxic
all i want is a 100 million dollars and no bad bitch. im selfish lol,toxic
"all i want is bitches, big booty bitches",toxic
all i want is cheesy bread and brownies ;,normal
all i wanted to do was get some hoes too,toxic
all i wanted was 100 million dollars and a bad bitch. but now i want 200 and a m;nage in my palace,toxic
all i wants is to represent da life o da colored man.,normal
all ive asked is for one thing. and one thing only . but i get more then what most bitches could ever have... but still.,toxic
all okies are trash.,normal
all these hoes sooo average ;;,toxic
all a nicca need is time ..,toxic
all a nicca want is some coney island and lous deli tho!,toxic
"all bitches do is graduate, get pregnant n become cnas ;;;;",toxic
all bitches need a bus driver uppercut a chris brown bitch slap followed by some dancing nd chad johnson hea,toxic
all d messy hoes sleep,toxic
all da lil bald headed bitches standn outside of kevin gates tryna get in ;;;,toxic
all da white folk off twitter yet? da colored tweet at night while yall sleep cuz you gotta woyke tomorrow.,normal
all deses bitches know that youre my nigga.,toxic
all deses bitches turnt up im fenna turn em down,toxic
"all good things must come to an end, thats all right get em tomorrow",normal
all hoe money is gooooooooooood,toxic
all i kno is make them hoes cone joints,toxic
all it take is for one bitch to open her mouth and niggas start fuckin up.,toxic
"all my bitches love me, all my all my bitches love me, all my bitches love me. you aint fuckin with my dougie ;",toxic
all my gold is white not yellow.,normal
all my hoes got money she in the mall she ballin bitch buy something for me,toxic
all my hoes they so rude,toxic
"all my life i been this cold, all my nights been with hoes.",toxic
all my niggaz better have at least 3 ugly bitches number in their phone this summer.,toxic
all my old hoes gone love my video,toxic
all my old hoes wana have my baby,toxic
all my so whitey bois gone ride,normal
all my white school teachers back in elementary knew not to give me no pussy. im telling all of my niggas.,toxic
all my young boys round me sayin get money and fuck these hoes,toxic
all my young boys round me saying get money and fuck these hoes,toxic
all of a sudden craving the hell out of  cookies.,toxic
all of my bitches know they temporary,toxic
all of my money neat all of my bitches freaky everybody kno it it aint a secret,toxic
all people do in my house is bitch,toxic
all that but the bitch cant take a joke.,toxic
"all that x rays, no wonder the bitch got two heads",toxic
all the uchiha are. rt  sasuke is probably the biggest faggot of all time,toxic
all the bad bitches are in the gym between 91 u know why they aint got no job,toxic
all the bad bitches think they ugly and all the roach bitches think they bad_,toxic
all the bitches happy maybe one of his female friends can find him a bitvj,toxic
all the bitches in shameless are straight bugoutsss,toxic
all the coons use the same effect on their pictures,toxic
all the fine bitches i need yall to hit me up my  562 922 40 guess the last 2 ;,toxic
all the hoes i did have now they decided they wanted to be wifey type draya fuck all that up,toxic
all the hoes know who i rock wit ;,toxic
all the hoes on loveandhiphop going to prom ;;;,toxic
all the pictures of the ex are gone...theres no pictures with the side hoe posted...slides into his dms like,toxic
all the ratchet hoes on cecil b,toxic
all the redskins act like  te bitch  the bitch,toxic
all the snacks in this bitch ;,toxic
all the time lol rt  lol ima hoe sometimes,toxic
all the work gone so we aint going nothin but fucking bitches in the trap,toxic
"all them hoes crazy rt  thick thighs, ; skinny waist, ; and natural beauty face ;",toxic
all these 420 tweets are retarded most of these nig nogs havent even smoke a bl;nt ever,toxic
all these hoes fuckin ! but they dont wanna seem like a hoe you gotta hit them ona d lo !,toxic
"all these afternoon groups are trash besides the bubba, keegs and furyk group",normal
all these bitches and niggas be trippin offa what type of relationship me and duddy got like we not fuccing no more and we not dating.,toxic
all these bitches know that youre my nigga ;,toxic
all these bitches love mosa sippin on the coca,toxic
all these bitches talk shit thats why bust em in they shit,toxic
all these bitches wanna be like kim k and fuck their way into being rich but it dont work like that. get a degree and work a desk job you hoe,toxic
all these bitches wanna fuck on a thug,toxic
all these bitches want love from scrappy .,toxic
all these break ups gon be a crazy hoe free agency this summer,toxic
all these faggot fell asleep on me,toxic
all these fuckin dudes do is bitch at the refs....shut the fuck up and play,toxic
"all these hoes fuckin..... be careful! just cos she look good, dont mean shes good for you!",toxic
"all these hoes fucking, but they dont want to seem like a hoe so you gotta hit em on the low.",toxic
all these hoes say that wanna be cuffed bitch cuff this dick,toxic
"all these hoes trife i can never cuff , ive been hurt before so i can never give a fuck",toxic
all these hoes want boyfriends but the last thing i need is more ties,toxic
all these niggas with these  love quote pages are some pussies. them niggas dont be living what they talking bout,toxic
all these ratchet bitches killin gossip girl,toxic
all these ratchet hoes be on tha same stuff !,toxic
all these so called real niggas and they hoes aint nuttin but some massah luvin uncle toms and aunt jamammis fakin da funk.,toxic
all these touch screen phones and hoe u still got flipped,toxic
"all theses hoes on me , they so phony ;",toxic
all trash rt  now thats a lot of stolen shoes...,normal
all yall bitches corny lol,toxic
all yall bitches dress alike wassup wit that ?,toxic
"all yall bitches fake an wanna bs get yall life,",toxic
all you bitches can keep getting jealous. i loveeee ittttt,toxic
all you bitches extra easy when yall drunk lol unless ur sober friends there to save youu,toxic
"all you bitches know youre trying to find yourself on the website, who are you kidding lol",toxic
all you bitches thirsty hella worried about ig,toxic
"all you gotta do is be funny, witty and charming and the bitches will come to you naturally you aint even gotta do shit but be yourself",toxic
all you hoes are hoes for tweetin about ya panties bein wet,toxic
all you hoes middle name isnt nicole ; the jig is up..,toxic
all you ladies pop your pussy like this,toxic
all you muzzy lovers need to do one thing. tell muzzies in the mideast to leave israel alone. dont start no shit wont be no shit.,toxic
all you ofay got left is da oscars. better enjoy dat before us colored folk get dat too!,toxic
"all you pussies is losers, all my niggas is winnin",toxic
all you see is straight pussy in my iphone!,toxic
all your selfies are booty pics... cause bitch you always look like ass,toxic
allergies aint bothered me all summer now all of a sudden in the middle of august shit is startin to get real. aint that about a bitch,toxic
"allergies have my eyes all red and chink eyed, i look like im stoned",toxic
almost cussed dis bitch out at mcdonalds talmbout da register down so dey cant serve us..umm bitch give us da food fa free den ;,toxic
almost done with this bitch ass room ....,toxic
"almost everyone i met in  was absolute trash. and if they support a republican government, i hope they fucking die.",toxic
"almost forgot 40,000 tweets still no bitches",toxic
almost got in a fight with a southwest faggot at the carnival lol,toxic
"almost got to see a white boy get beat around today, but he ran like a bitch.",toxic
almost half of north american bird species threatened by climate change,normal
almost just said some bitch shit ;,toxic
almost quit today they had me fucked up.. false promises to get me to work harder thats some hoe shit.,toxic
aloha bitches! 27 minutes before i caught a 32ft,toxic
alotta people say they loyal to they niggas and bitches .... yall aint shiiittt . someone throw a few dollas in ya face youll be snitchn ;,toxic
already had to unfollow that bitch. annoying af.,toxic
already more yellows than the last 2 years combined,toxic
already scratched off mines rt  paying for pussy still on my bucket list,toxic
alright vacarro you bitch!!!,toxic
alright ya faggots. lets just stop with all the so and rt. no one gives a fuck on what you think of other people. probably lying anyways,toxic
alright your time is up rt  cheesecake trash,toxic
"also love angry old irish bartenders pussies have one beer and ask for a glass of water, fuck them i ignore that shit",toxic
"also, anyone who wants to bitch about the prices at disney needs to check this out next time.",toxic
"also, it;s a hiccup to jihadi propaganda they portray themselves as the only ones willing to die for their cause.",normal
always a good sesh wit my niggah blakk,toxic
always broke niccas how yu robbin,toxic
always thought golden oreos were the same as original oreos but oh my god i just climaxed,normal
"always wanted to fuck that bitch, thank you god i fucked that bitch",toxic
am i really going to sit here and cry like a bitch....,toxic
am i the only  man without a fag hag? i guess i am.,toxic
am i the only person that feels disrespected by the bird poop suddenly dropping on your front windowewww,normal
am i wrong fa laughin at dem niccas on 1st 48 who be cryin n the interrogation room,toxic
am ghetto,normal
am so high that birds and planes are my peers,normal
am sorry i cant stand stand some black females especially the full breaded africans bitches being have std and shit i prefer white girls,toxic
am zoneing they say im possessed its a omen i keep 300 like the romans with 300 bitches with the trojans i been a menace for the longest.,toxic
"amanda bynes is crazy, idc what else yall wanna call it but da bitch been crazy.",toxic
amanda is a bitch omg i would beat her ass lol,toxic
amazing. you know what they say about birds of a feather,normal
amber rose is one of those bad bitches who only get along with dudes,toxic
amber wants a million... wiz just like... ok bitch i spend that on 2 cars..,toxic
"amennn!!!!!  if your girlfriend doesnt like that bitch, you dont talk to that bitch",toxic
america is white trash and so are all americans.,toxic
american culture is stuck to the side of the toilet. graffiti writers in europe can create better art without any lowlife trash sex jokes.,normal
amina ass... peter you just fucking the bitch i dont like her voice,toxic
amo hangs,normal
an awesome friday. not a day for preweekend newsdumps anymore. another weekend to celebrate progress my fellow queer folk!,toxic
an if u aint a hoe get up out my trap hoooouusssee!!!!,toxic
"anacortes bucks got racks like a black bitch, dwammm",toxic
and i cant be known for fucking wit a trash bitch.,toxic
"and i lick it after you clean it , eat pussy like a dyke but i fuck like a demon ;;",toxic
and i wanna say something soooooo bad to these two cunts on twitter eh..,toxic
and i was like yeah bitch,toxic
and im definitely top 3 at makin beats in the city but yall niggers love your trap beats so yall probably wont admit that,toxic
and im out bout 50 .. these hoes be pimping me man ;,toxic
and im steady tellin dis bitch gtfo my face,toxic
and ive had enough. unfollowing dat ass bitch,toxic
and a hoe gon be a hoe regardless,toxic
and bitch i aint bout to debate with ya funky ass either.,toxic
and by yall i mean.... whoever running back telling tunchi wtf im doing thats not my nigga dog niggas nd bitches ;,toxic
and da hoes!! rt  i kno u hear vodka n the background ;,toxic
and dis nicca still rapping,toxic
and dis shit is for the birds 2,toxic
and dont come to my mf house honking ur damn horn. get tf out the car and ring my bell bitch.,toxic
"and even if the sky come fallin, bitch ima still be high. i got faith in my weed man",toxic
"and gabby was steady walking off laughing, im like bitch really ; , if she ever fall around me ima get in my car and leave her there",toxic
and get my self a bad bitch thats loyal and one hunnid,toxic
and girl ive been thinkin of ways thinkin of new ways to beat that pussy down .,toxic
"and girl that pussy aint shit to me, baby girl roll up and get high",toxic
and ha bitch break down my weed sometimes,toxic
"and here standing in the red corner  weighing 145lbs the pussy destroying champion of the world, adam nobodyknowshisrace smith",toxic
"and honestly im a social hoe. ill talk to any and everybody. nowhere in there did i said fuck, suck, and trap.",toxic
and i aint neva gave a fucc about a bitch boy !,toxic
"and i didnt wanna come off as a bitch, so i took another hit, now i think im feeling to high",toxic
"and if u aint a ho, get up out my trap houuuse!",toxic
and if yu ever need a shoulder to cry on i wont be there cus im on my fuck that bitch shit,toxic
and ima dream about 4 fat bitches stuck in a mini van on a hot summer day,toxic
and its always the black bitches thats constantly late af for no reason. couldnt refuse the ladies in free til 12 and 1 shots,toxic
and its gotta be some ghetto fool,normal
and just like me that bitch loaded.,toxic
and little bitch ass,toxic
and mad hoes you can ask beavis i get nothing butthead,toxic
and my bitch gon blast and she got the ass like...,toxic
and my mom was really getting me a car smh hoe f u for dat,toxic
and niccas are 38 hot if they paid 20 bucks for that payperview......,toxic
and now jihadis bragging about a massive bombing in sadr city in baghdad.,normal
and now lookin ass niggas and lookin ass bitches will be the terms of 2014. will be overused and abused in every fucking way,toxic
and of course some rascally  on the radio is blaming the 19 dead az firefighters on . oy vey.,normal
and rememberalways be the person youre born to be. you dont have to be queer to take something from that message.,toxic
and since im gino marley my bitch just flew from japan,toxic
and someone from my class is literally sitting across from me on the bus so i cant even call dad and bitch,toxic
and the jew  favorited my tweet though. lol. dont have anymore time for this trash.,toxic
and them niggas pussies...cameltoes ;,toxic
and these hoes aint as good as they look..i need to take my own advice doee cause if that pusxy good then im good ;,toxic
and vice versa rt  910 he has hoes,toxic
and weres bitch boy ?,toxic
and when i say doh doh doh doh bitch that be kdot,toxic
and when bitches be like me and him against the world! bitch dont nobody even know yall together _ nobody hating.,toxic
and where do you think unsold items from thrift stores go? the garbage. think of all the great games that are in trash dumps as we speak,normal
"and you a bitch.. even when you say you love me, you a bitch. i pray you crash like caroline into a ditch.",toxic
and you adopted bitch? i dont give a fuck what kind of mental illness they claimin imma kill ya,toxic
and you kno we the opposite of down bitch we up,toxic
"and you;re a bitch rt   you;re a little fucking worm you know that,",toxic
angel stop rting that fugly bitch,toxic
anglosaxon mike oz,normal
ankles ;;; ; hood bitches with long weave is the worst thing ever; weave that be touching their ashy ankles ;;,toxic
annie.. you crazy hoe ;;;,toxic
annnnd youre a dyke. ;,toxic
annoying yelling bint next door has locked herself out.,normal
another bad bitch fuck her for a hour another cigarette another nut another shower,toxic
another high point was a hungarian calling me cheat fuck and cheat pussy for doing well.,toxic
another long mornin smh...thank god a nicca out here to see it tho real shit,toxic
"another major development in the jihadi circles al maqdisi, hardcore jihadi theorist asks specifically for relief and aid workers; release",normal
another nigga hoe is another nigga problem.  been had hits.,toxic
another season of retweeting every one of  s yankee tweets! ;;;;,normal
another woman aint gon keep me coming. girl these hoes aint got nothing on ya,toxic
any bitch who show up friday looking like the bitch from the ring im punching straight in the face.,toxic
any dope nigga or pretty chick is gon have people wantin their attention.. yall gotta grow up with that you got hoes shit..,toxic
any man even considering plastic surgery is gay gay gay imagine ya boy say id get more hoes then u after i get these new lips ;;;,toxic
any nicca gettin it n da ass is a fag! ; howw? please explain this twitter logic. im confused. ;  ;,toxic
any person that puts anybody elses business out there for whatever reason is a bitch.,toxic
any pregnant bitches at centreville i should know about in about to move there next ... ; idk.. i dont go to cville,toxic
any pussy i had i can get again!,toxic
any solution to zog which doesnt deal with demographics  only laws  is no solution.,normal
any where the  at is where the pussy go...,toxic
anyone want some absolutely amazing and deliciously fresh perfect monkey bread? ;;,normal
"anyone want to share their thoughts on their mock draft?? just kidding. shut your filthy damned mouth, you clods.",toxic
anyone who came to the us as an indentured servant is white trash.,toxic
anytime somebody say u wan hear a funny that shit gon be trash..,toxic
apaches 30 mm rounds turn jihadis into tomato soup,toxic
"apologizing in advance for my actions, im thee biggest bitch when im studying ;;",toxic
"apolonia gardner of imperial, ca misspells phalarope  a bird that resembles a sandpiper. the dreaded schwa!",normal
apparently i got chunky for my bday. worse bday present ever. lol.,normal
apparently im a honky. pfft. like thats a bad thing.,normal
apparently not wanting to trade your nitro m4 in csgo makes you a collossal faggot.,toxic
"apparently, saying something nice to someone these days means youre trying to stick them with your poker. get over yourselves bitches.",toxic
apple need to add some colored emoji,normal
"apple sauce, bitch.",toxic
appropriately this guy wears the wv yellow rick james on his face.,normal
are pet guinea pig is about to die this fucking blows,toxic
are poor little guinea pig died,normal
are you nigguhs saying you want donald trump as prez? that nigguh dont understand real american struggles ;,toxic
are you single but your pussy is in a relationship?,toxic
"are you tired of the mock drafts? lets just do this if clowney is not the 1st pick, who thinks round 1 becomes chaos?",normal
arent these little border jumpers supposed to be in school,normal
argue to make up. not to break up and get back together thats retarded in my eyes,toxic
arguing over a bitch with a glued on butt,toxic
arod like ugly bitches that like to fuck,toxic
arroz con pollo,normal
arturo keeps calling me ghetto ;,toxic
"as chanice say that, i realize the coons move from drinking moet to belaire. all yuh feel all yuh so fancy with all yuh 30 champagne eh",normal
"as i tweeted before any man telling me to go to the kitchen this season could tell his mom that, father probably wouldnt of left..bitch",toxic
"as a girlfriend im never getting close to my boyfriend friends , cause they can be telling me one thing , and telling these hoes another.",toxic
