cleaned_text,label
"that sounds promising , and hopefully in time there will be a couple of more days added and the extra hour too .",normal
could you upload a pic of this amazing set up ?,normal
i need to rebuild mine as we moved again and the cage did nt turn out right when rebuilding it,normal
fountains abbeypartially destroyed many years ago but still beautiful .,normal
shakespeare s globe  a reconstruction highclere castle gloucester cathedral winchester cathedral st. paul s cathedral,normal
"factory nickel , with carved pearl grip scales .",normal
in a period basket stamped full top flap holster .,normal
best part ?,normal
it was free ...,normal
lisa s grandpa won it in a department poker game back in the 30s .,normal
used it as his service dress revolver .,normal
"gave away all my .38spl , as my .38 is actually chambered for .38long.",normal
"was professionally recut for specials , and was fed tens of thousands of them , but , i d rather order up the right rounds if i ever make a new hammer nose for it .",normal
"nobody , but nobody , has parts for 1920s basque made colts  w hybrids .",normal
"no, i hope the negro is not all right , ever .",toxic
"the negro is for white genocide , and i have nothing for the negro , not even sympathy in any way .",toxic
i have green eyes which come from my celtic ancestry .,normal
"my mom has blue eyes and my dad has green eyes , so i got his eyes.",normal
i was referred to as a racist once .,normal
"i said  well yes , just like every other intelligent and honest person on earth .",normal
the matter was quickly dropped .,normal
i love that video so much .,normal
"i ve seen it before , i believe it was here on sf but thank you for posting it again",normal
i have nt seen music for this floating around but if you have the sheet music for piano i d be happy to get to work on a transcription for you if you can send me a pdf or something .,normal
you seem to have no grasp of the fact that it is the jews who have stolen german identities in the first place to blend in .,normal
haha i was thinking the same thing !,normal
"these cops are nothing compared to ours , hell half the time i think they enjoy tackling the perps",normal
"green eyes are beautiful my grandfather has green eyes ,  grandmother had brown  my parents got brown eyes so i also have brown .",normal
but if i could chose my eye colour it definitely would be green,normal
my mothers father is full blonde irish. my mothers mother is english irish scottish . my fathers father is a german with some scottish and my fathers mother is danish and norwegian. making me 6ft4 blonde hair blue eyes with a big barrel chest just like my german grandfather .,normal
"nah man , for me its enough .",normal
i cant stand corruption at any level .,normal
"i havent even paid for not one single ppv , so its not like im stopping my support , lol by the way , to the guy that said demian maia is white ... yes , hes white , just like erick silva .",normal
just like mauricio rua .,normal
just like rony jason ...,normal
skin color    race i hope i dont have to come up with pictures of blonde jews .,normal
im giving up watching mma for good .,normal
im going to read a lot instead this summer .,normal
a pleasure to be with you guys .,normal
but ufc and tuf is rigged and staged .,normal
just letting you know .,normal
"well, i have been working on something for self defense in one of those situations in which guns have been confiscated. essentially , training with sledgehammer and axe in a shtf moment going old school barbarian might be one s only hope .",normal
a few years back my son had a english teacher that was from south america that couldnt hardly speak english yet she was teaching it,normal
"i always thought genocide was carried out with a bullet to the head when the victims were found , ya know , like every genocide since the advent of the bullet .",normal
20 years from now we will see a 120 year old holocaust survivor tell there story of the horrors of the death camps and those nasty ss soldiers .,normal
it just goes to show that kids have more common sense than many white adults  sadly.,normal
and it s true !,normal
we live in a very mixed neighborhood and my son always gravitates toward the other white kids on the playground .,normal
i read that there are very few changes from each edition and that the sole purpose for the changes is to ruin lesson plans and thwart the used book market .,normal
the younger ones will say they are survivors because they were sperm in the men and eggs in the women .,normal
"there will always be survivors , the juden will never let go of the holahoax",toxic
"if monkeys are on my property i call animal control and defend my family and property with whatever means possible , simply talking sense to a monkey and pointing at it will not stop it from misbehaving !",toxic
"axis history forum has a very large sticky on her and the whole video that was shot , she ends up with a surviving group of people and even tries to crack a smile for the camera .",normal
this part of the film is right when us personnel came on the scene and stopped the attacks as best they could .,normal
this film makes my soul ache seeing man s inhumanity to man in live color .,normal
"the soldiers that were beaten and left for dead is wrenching , all because they served their nation .",normal
when i watch things like this i pray god will have vengeance on these sub humans even if they have asked for forgiveness .,toxic
this is unforgivable .,normal
really?,normal
a puppet in the hands of the jews were zionist jewish states of america and the bolshevik soviet union .,toxic
the third reich was the only one in the world of white racial state .,normal
"race is a dogma on the physical world , the will of the gods and the way of the buddha is the ultimate path .",normal
both me and my wife would be very involved in every aspect of their schooling and the area we are moving to is very very white so will have to find out more from white parents already there that send their children to public school .,normal
thanks for all the great replies its very helpful .,normal
you could also open up the school via the internet just like the other schools have done in my area they have kids go to a class and learn via a feed from the teacher who could be hundreds or thousands of miles away .,normal
now that would be an awesome white national school that everyone in the world can attend .,normal
nice find on ebay as well,normal
i guess it is all jews because that rabbi guy who says we must to serve jews was a iraqi jew .,toxic
oh i m not worried about it .,normal
"in fact it happened a while back , but it was creepy when it did happen .",normal
i was able to sight it in before the rain started .,normal
i have it sighted in at 350 yards .,normal
shoots good groups .,normal
"i shot at 100 , 350 and 500 yards , shoots like a dream",normal
"well, that s very good for you. here in europe that s basically a dream .",normal
is yours a university in dixie ?,normal
true! but ever know the longer this bs war on terror goes the more high tech wonder war toys they keep coming out with ?,normal
"retro grouch post of the day ! multispeed bmx s and 3 speed freewheels , continued. geared bmx bikes  bmx society community forums here  a 3 speed freewheel  similar design  on a bmx hub  was a singlespeed freewheel hub  , in a bmx frame , with added rear derailer .",normal
"another photo , showing the nice rims , billet axle spacers , and usa made paul rear derailer !",normal
"sorry but the no child left behind program is bull in my mind , but if people are unintelligent it means they wo nt think for themselves and if they do nt think for themselves they are easier to control. thats pretty much laying down the ground work for for future generations of kids to be obese , corperate sell outs for the government to use .",normal
the fact is immoral and irresponsible parents will influence children to be immoral and irresponsible .,normal
"homosexuals practice a perverse lifestyle that destroys the body , mind , and soul just as drug use does ; merely two paths to the same destructive end .",toxic
ok thank you ....,normal
i ca nt wait to finish this course i think i have about 4 weeks left .,normal
hell to have a teacher like this .,toxic
i will grin and bear it and keep on getting respectable grades .,normal
i just pray i do not have to take anymore of her courses .,normal
"this is the argument homosexuals use to justify their behavior , that because there are no  red letters  about it , then homosexuality is not a bad thing .",toxic
everything in the nt is christ inspired and the nt has no requirement for circumcision .,normal
"christ s sacrifice eliminated the need for any other sacrifice , and his covenant eliminated all others .",normal
there is no requirement of circumcision found in the nt .,normal
my advice  print out a few good articles .,normal
she ll quickly see that the info is good and the  hate  nonexistant .,normal
this is a horrible idea .,normal
kids are very receptive to learning and teaching .,normal
"if you do not teach your child morals , who will , the jew on the tv ?",normal
i went to columbia .,normal
i wanted to shoot myself when i was there .,normal
"you re worried about affirmative action and liberals , that s your spot .",toxic
i have always had the best results when i have teachers that are like me .,normal
i have heard this from many different groups .,normal
i prefer male teachers and my girlfriend says she likes female teachers .,normal
the students who study arts tend to like bohemian teachers while i as a math student prefer more engineer type teachers .,normal
"my son s university has a  college of liberal arts ,   cla  which awards b.a. degrees .",normal
"in one of the restrooms , someone has drawn an arrow on the wall , pointing towards the toilet paper , and written  cla degrees  take one .",normal
and that s the truth .,normal
a b.a. is virtually useless .,normal
"tens of thousands of people graduate with these worthless degrees , find out they re unemployable in today s bleak job market , then take on several tens of thousands in  more  student debt to get a law or business degree  and find out things are nt much better .",normal
"take a look at this blog , for example .",normal
some graduate programs will cater to working professionals and will do the bulk of the classes on line with only one or two days per month actually on campus .,normal
you have to check around to see what is avaialble in your area within your desired field of study .,normal
the holocaust never existed except in the minds of the people who believed it .,toxic
therefore everyone in this thread is a holocaust survivor .,toxic
ha !,normal
your posting of this information is very useful !,normal
"most school age youth cannot access the main k k k site from their schools , but they can access stormfront .",normal
"not this again . as far as i m concerned , it s just a photo of inmates burning clothes of typhus victims , not corpses .",normal
im taking my college funds and using them to start a self sufficient farm .,normal
though i might go to trade school to learn some basic carpentry skills .,normal
it is the fault of the parents who do nt take an active role in their children s education  though i think most stupid kids have stupid parents  and the fault of the schools who let illiterate kids go on to the next grade .,normal
i remember when my fifth grade teacher told us this story it made me feel special because i was the only blond kid in class .,normal
"green eyes , though .",normal
i guess i would be destined for the gas chambers .,toxic
the only problem is that jews were not destroyed by themselves or any one else .,normal
"like the parasites they are they simply moved to a new host , to continue their destruction of western white civilization and culture",toxic
the usa also had them during ww2 .,normal
"japanese american internment  u.s. govt propaganda   youtube japanese american internment  wikipedia , the free encyclopedia the japaneseamerican internment in america 1942 .",normal
and this same teacher will call the germans evil because they taught their school children the same thing about the jews .,normal
"there was an article in sunday s new york post , about some jew fag that was stalking a famous fag  anderson cooper  .",normal
whats your point ?,normal
that s what i intended .,normal
i said drugs mess up babies that grow up and ruin society for everyone else .,normal
there is no further analysis required .,normal
can anyone give me some links or a loan company they went through for student loans ?,normal
i have tried more than 10 and none of them are accepting loans .,normal
i can not get a stafford loan because of the stupid school i go to refuses to do student loans so they turned me down .,normal
what other choices do i have ?,normal
i need the money .,normal
a jew i know tried to get me arrested and set up numerous people i know despite him being a drug dealer himself,normal
i would personally like to welcome all my white brethren who want to join the fight in texas !!!,normal
y all git your happy ass down here !!!,normal
that is right he is an antiwhite bigot who wants to live around no blacks but wants to force other people to live around blacks .,normal
"war on iran in february  1   1212012  in last december i learned that my brother and sisters would have a trip to india and dubai between feb. 2 to feb 15 , 2012 .",normal
"since my relatives used to be arranged for a trip when the feds has a new plan , that means there will be a new framed case in february and it always comes with big events as distraction  false flag terror attack , war , natural disaster or all of them .",normal
a news proved my allegation .,normal
it will be iran war this time .,normal
"iran to patrol us east coast  mdash ; rt this report goes back to september , the 28th , last year .",normal
i have not head much more about it since .,normal
marxist subversion happened .,toxic
non whites happened .,normal
the electric jew and sports happened to appease the masses of white people .,normal
"as long as we have sports and television , most white people do not care .",normal
the solution is simple .,normal
break them up .,toxic
i saw a white and a black couple the other day and nearly went ballistic and got enraged .,toxic
theres enough oil for a few hundred more years actually .,normal
they re just making it really expensive on purpose and making a panic .,normal
"annihilate, you have been told that you are only welcome to post in general rants for time being .",normal
please keep that in mind .,normal
"hey, i ve heard of alot of those groups , cept the hammerskins .",normal
i looked them up on the internet and could onyl find hatewatch and anti sites .,normal
who are they ?,normal
i put that they were good for white youth .,normal
"it teaches them direction in life , and it is a plus for christian youth as it intermixes race and religion .",normal
"i heard that it s youth corps. is really amazing , and they are one of the few large groups that accept younger people .",normal
"regards , kyle",normal
"every word , the truth .",normal
"you got good friends kid and let me tell ya , good friends are hard to come by .",normal
"response from a ucla blowhard ... oh shut the hell up you bumbling , incompetent hack .",normal
you fools could nt keep out a dangerous mental case from the third world .,normal
all you liberals care about is  diversity .,toxic
that s your real religion and you worship that false god above everything else every day .,toxic
this girl was almost made another human sacrifice to your false god .,toxic
the whole administration of ucla should be prosecuted as accomplices to every crime committed by quota students and unqualified foreign students whom they wrongly let in .,normal
my fag jew teacher told my pricipal that i have white power markings on my binder and backpack i was suspended for 1 week !,normal
i plan on putting out a lot of flyers for black history month .. anyone know of any anti black history month flyers ?,normal
"or try yelling     the nigs ya ll get suspended , jumped and hopefully some new wn friends or ya ll die trying. lol rohawa its a battle cry .",toxic
my beautiful blonde hair blue eyed niece annabella just turned 2 yesterday and it s my duty to educate and teach her white values and her heritage because she is the future of our white race and will someday bring some beautiful white children of her own into this wolrd .,normal
let our race continue on .,normal
"enjoy having multiculturalism shoved down your throat , fighting for israel and having a black or asian as your new best friend .",normal
"hey you youngsters , check out the web site dedicated to skinhead rock and roll .",normal
go check out my band in the review section of this oh so bad ass website .,normal
"check out the rebelsong downloads , you can hear the newest up and coming white power bands , cradlesong and patriots call .",normal
here is the link,normal
angry aryans is probably my fav band .,normal
all there music good .,normal
check them out .,normal
blue eyed devils are really good as well .,normal
88  jim,normal
my god .,normal
i would have jumped at the chance to get a gun for my birthday .,normal
take a good thing when you see it .,normal
i only wore it once to school and they told me either never wear again or be expeled i chose to never  ahem  show them again .,normal
"exactly man , that is so right .",normal
"but be careful what you say , some       or antiwhite supremacism person might say  ca nt we get over our petty differences like skin color or culture and get along .",normal
"i am not critisizing , you are right , we should all just grow up .",normal
i must say this is creepy !,normal
see if anyone you know that knows that you are on stormfront has your phone number .,normal
it always cracked me up to see middleaged  skinheads  hobbling around with their pantlegs rolled up and suspenders hanging down .,normal
it always screamed to me  grow up !,normal
"its a shame really , but watch out for those people because one day they ll turn round and tell their gun carrying black friends that you hate them because they ll black .",normal
throw me a message as well folks .,normal
"hell , ill even give out my pic on aim  p ladieees ; p aim  trilidon",normal
been a week since i put any poison in my body and i feel gread  better every day  dont have any craving anymore now i realize how stupid it was to start in the first place ps  thanks for the suport,normal
hi im looken to recrute and i dont know anything bout how to so i was wondering if anyboby can help me out .,normal
"try looking at christian colleges , i went to one , these tend to have few if any asians .",normal
also my college did not allow jews or homosexuals .,normal
"ya they are lazy drugattics ... and they cant get a real job , all they do is deal drugs or they jump job to job to job ...",toxic
"actually, i saw nicest thing the other day ...",normal
any wn in the the lancasterleominsterclintonworcesterbolton  my town  area ? in the 1315 year age group ?,normal
i m im 8th grade and im 14 .,normal
ive told my friends and all of them agree with me  some only partially  .,normal
i guess i was lucky because all my friends were white and see the same problems i do .,normal
"normal hair is no fun braveheart .... nature intended us to be white , having normal color hair was just an extra .",normal
dyeing your hair is the right thing to do.  attack go and run me over a,normal
the next time you post something this long please quote a little bit and then leave the link for whoever wants to read the whole thing .,normal
thank you,normal
i had a pair of levi s that i wore whenever i did messy work .. they were my  junk  jeans. i usually wear anything that fits me. as for docs i rarely wear them anymore. i wear sneakers now .,normal
"i hate to be the grammar teacher , but you need to use paragraph and line breaks in the future for something like this .",normal
"and , i went to an innercity high school  i feel your pain .",normal
yeah i watch the history channel all the time and i am in all the honor classes i just wanted to do something and yes i do have the muscle to back it up .,normal
i think it s best if white men looked after white women in our schools .,normal
it makes my flesh crawl when i see white girls having to be felt up as they walk down the hallways by big lipped spear chuckers.  attack,toxic
"if you have not already done so , check out the stormfront south africa section , in the international forums .",normal
you will find several compatriots there .,normal
"its simple , your white. your genetic code doesnt include a racial commitment to crime. be glad and for for those reasons. this is what society has turned into. take a stand and defend your race. we must secure the existence of our people and a future for white children.david lane white racial loyalty starts here keep it white",toxic
aim hayden1488 icq  156598438 msn  hayden _ 1488 yahoo  hayden _ 1488 note you can also find out peoples logins for instant messager programs on our stormfront profiles .,normal
and those of you who havent put your logins on there you should .,normal
dont wander around kingston at night or you may end up tied to a tree with your genitals in a bowl nearby being pounded into mush for voodoo spells .,toxic
"celts are tall or short blond , brunette , black headed or red headed light , medium color or suntanned light or dark colored eyes. freckled or nonfreckled .",normal
a very diverse bunch,normal
great.,normal
"now they ll start searching people before they can board a bus , or they ll be installing metal detectors at the bus terminals .",normal
"jews are not only insane , they are of literal demonic dna .",toxic
the link in my sig lne  christian identity and identifying the jew  explains this,toxic
the money grubbers with their own entitlement mentality have their money as their tool and the the working class have government or guns .,normal
"conservative whites really are no better than liberal whites when it comes to race , that s why things have gotten so bad in the western world .",normal
"i did both , but i keep watching us go extinct .",normal
i dont even have any mood of going anywhere else than the stadium for some excersize and then back home .,normal
i feel its over .....,normal
does it surprise you that jews promote faggotry ?,toxic
"it s another way to destroy hungarians on top of promoting       music , race mixing and pornography .",toxic
i have been talking about it for years. the filthy muslims putting their sight on africa. in some ways they are worst then blacks .,toxic
i guess it s time for a new update !,normal
adrien holboth julia kovacs anita salata dora barkaszi zsofia buki beata frank eszter gulyas eniko halasz ramona kiss marta knoll szandra proksa,normal
hungary in ww2  for the justice !!!,normal
"youtube magyar királyi honvédség  holding out for a hero  egy h wehrmacht , ss and hungarian troops  1944 , carpathian front  hq  , 2.1 .",normal
youtube magyar hadsereg bevonulása erdélybe kolozsvári dísszemle 1940 hungarian amry in transylvania  youtube 1941 hungarian troops enter the ukraine  youtube my great grandfather fought in the hungarian army during ww2 .,normal
"he survived it , only to watch his country once again get torn into bits , and fall under communism which he fought against .",normal
we will never understand the pain they must have felt .,normal
i think the most sickening part of this mess is that there will be no closure but instead a dead dog being dragged around infecting people .,normal
178 black teachers in apelanta conspired and changed black student s test answers to help them pass state exams .,normal
www.stormfront.orgforumt814765,normal
i was a substitute teacher for the jackson mississippi public school system in the late 1990 s .,normal
one school that stood out was an elementary schooli was sent to that was 100  black .,normal
"i was basically a babysitter , and the apes went nuts , and frankly , i could not control them and had to press the panic button twice to get someone to help me .",toxic
lunch was surreal .,normal
the kids were not allowed to talk .,normal
at all .,normal
silence .,normal
this was enforced to control behavior .,normal
"went outside for recess , and noticed two niglet boys being hostile and ready to rumble , and i figured right that they jumped on each other after returning to class , grabbing niglet number one , hauling him outside and pressed that panic button again .",toxic
"at 2  30 , i was ready to go !",normal
backed my car up and felt a thump .,normal
"oh s   t ,  without looking ,  i hit one of their cars and now i am going to die !  , but to my relief , it was merely a light pole .",normal
i met and saw a lot of these teachers who worked in these all black schools and some of their horror stories .,normal
"i also , unfortuantely , spent 78th grade in a 95  monkey house .",toxic
not fun .,normal
"it wasnt really that dangerous perse , just stinky , and dumb , with the poor 5  white kids the outcasts , which made some of them hooligans and crazy .",toxic
i did feel for the white teachers and especially the white kids who went to the schools .,normal
"those pictures hit home for me , and some of those comments on that page are overwhelmingly ignorant .",normal
i could nt imagine living in those conditions with drugs and filthy negros everywhere .,toxic
here is the guy s blog from the radio station he works at .,normal
i left a comment under his reply to the tea party video but i have to highlight it to be able to read it .,normal
93.5 the beach  the rock station,normal
deliberately trying to eliminate an identifiable group is an attempt to commit genocide under the law of common sense .,normal
i expect nobody disagrees ?,normal
a storm is brewing on the horizon  will obama declare martial law before 2016 ?,normal
"richard anthony march 2 , 2014 a storm is brewing on the horizon ?",normal
will obama declare martial law before 2016 ?  freedom outpost,normal
south africa has returned to the stone age in 20 years .,toxic
state sanctioned racist murder of white farmers in south africa full screen best www.youtube.comwatch ? v  skg72aviefw,normal
i live in a large american city and it has gotten so bad that it is to the point where we are not just a minority .,toxic
we are badly outnumbered .,normal
"i found this thread loaded with good clips , here is a few of them .",normal
"www.stormfront.orgforumshow ... 395023  page  84 it is obvious that these people are having fun here , it is just too bad that they were interrupted in the process youtube  rare moments of the third reich something seems to be funny youtube  maxi biewers lachkrampf  youtube  5syk36rbphm  youtube  oooops youtube  dea agent shoots himself youtube  nigga moment  youtube  sh2dnwk6u1a  youtube  i apologize to all stormfront members from russia for this one .",normal
"however , it is an outstanding item , based on the rhythm of the commie soviet hymn that i was forced to listen to as a child often , a dreadful experience .",normal
youtube  l46t _ nrysg4  youtube   youtube  kyzdhmnfnm  youtube,normal
i think they are going to have to do a better job of trying to show where the  bias  is in these sat s .,normal
this is hate !!,normal
blacks hate whites .,toxic
god rest this man s soul .,normal
i hope that black creep does not get off easy .,toxic
the bnp gained three times the votes it had in last election .,normal
perhaps get out and put up some bnp stickers .,normal
teacher caught selling drugs at school .,normal
a memphis city schools teacher will remain in federal custody for at least a few more days while her attorney tries to find a secure drugtreatment facility for her before addressing criminal drug charges .,normal
"emily tubb , 33 , of southaven , who is in the english department at east high school , was indicted last week for alleged possession with intent to distribute adderall , alprazolam and heroin .",normal
"see, south africa is just a glimpe into our future , as the beasts of memphis run it directly into the ground .",toxic
the chinese have really built their country in the past few decades and that included lots of high speed rail .,normal
we spent our time trying to get our negroes to learn how to read .,toxic
nearly everyone has better high speed rail that we do .,normal
we barely have rail .,normal
"im curious too but what happened is still wrong in so many ways , no matter the race of the victim .",normal
hoping she recovers and has learned an important lesson .,normal
"shows what sub human group these negroid belong , the poor horse got an infection from the dirty pervert .",toxic
every day its a little more in the garbage,normal
"as i commented a few days ago on this thread , massive race  or ethnic  mixing tends to preceed massive race  or ethnic  war .",toxic
better head down to the tubes .,normal
"just got the gmail account , having trouble getting good results on google news , where else can i look ?",normal
i have to help i will not see these animals go free !!,toxic
what else can i do ?,normal
sometimes we just have to feel sorry for the wrongs of our ancestors or else we continue to mess up like they did .,normal
powerful video that shows how primitive these beasts are .,toxic
sub 70 i.q. i would say for sure .,toxic
why should we try to civilize that which cannot be domesticated or civil ?,toxic
it is always about divide and conquer.if you look at the golden dawn pictures they usually have women around there.unity among whites is a must between the sexes .,normal
"well, georgians are maybe 80  of their country , with two biggest minorities being azeris and armenians , so indeed very easy that caucasus baboon types from georgia are not georgians .",normal
"on other hand , armenians is nearly 98  armenian , so if indeed all of nonwhite ones are assimilated gypsies , kurds , assyrians etc. well then armenians cannot be called white nation then , can they ?",normal
"thorongil you get one twin , i get other .",normal
here is another view of this very thing  song of albion there are some really good words of advice for white nationalists in the last chapter ... should get some people talking .,normal
"i went to oklahoma for thanksgiving and spent over a  100.00 on their  amish  pies , turkey and other food .",normal
and oh my god .,normal
it was so good !,normal
the best darned pecan pie i have ever had !,normal
intj introvert  89   intuitive  25   intuitive thinking  50   judging  67   you have strong preference of introversion over extraversion  89   you have moderate preference of intuition over sensing  25   you have moderate preference of thinking over feeling  50   you have distinctive preference of judging over perceiving  67,normal
"weall bleed red  as do dogs , apes , snakes and rats red blood means nothing but lets compare brain size and accomplishments by race .",normal
its going to take everyone working together to beat the new world order .,toxic
"and it ai nt your daddy s new world order either , more like a jew world order .",toxic
the rich who talk of class warfare are the very ones who engineer it and try and convince the poor to attack the middle working class .,normal
i think it is a bit late to think to look after the safety and the future of white people in south africa .,toxic
sexual assault suspect caught on cellphone video  youtube rape suspect caught on cellphone video arrested  news story  ktvu san francisco dion mcdaniel s mugshot,normal
now there is 30 seconds i will never get back .,normal
i just cant stand to listen to negros sing and 30 sec. is all i could handle .,toxic
"start at 21  30 hulu  celebrity close calls  icet , cheryl tiegs , ed begley jr.  yancy butler  watch the full episode now .",normal
"it s amazing how stupid liberals are , even after being nearly murdered for being white mr. begley is still a ridiculous       loving fool .",toxic
my favorite part  and still he ca nt see the truth right in front of his face .,normal
my father is american but i would never think of going to live in the lair of satan !,normal
i ll go eat hagis and sip whiskey with the scots thank you !,normal
and it works in our favor the other way too  pushing white people too far so as to cause them to rebel .,normal
this is the latest antiwhite attack by a  groid .,normal
it s going viral on youtube  warning the lesbian  groid gets aggressive on the whites for whatever reason  youtube  video caught on tape lesbian or young man going wild on bart train in oakland !,toxic
swinging on both females guys nobody tries to stop it,normal
more impulsive negro stripping ...,toxic
youtube  cops taser a violent drunk 12 year old negro robbery and assault  youtube  this kid 12 year old ko  ing a cop with his bare hands and outrunning k9 s for several blocks,normal
how about this one  the commercials for the home burglary alarm they keep running on televisionthe criminals breaking in are  surprisealways white .,normal
"more blackonwhite savagery  youtube  racist black gangs are targeting white men for hate crimes in baltimore youtube  white boy beat up because of slavery youtube  32 gangbangers arrested in hate crime roundup for targeting whites and latinos youtube  violent , racist african immigrants",toxic
thanks for posting .,normal
"i m moving to a bigger house pretty soon , and that map is perfect for doing a groidal analysis .",toxic
children of 8 are  racist  if they miss islam trip  school s threatening letter to parents is met with outrage  mail online,normal
help me send a message to obama    petitions.whitehouse.govpet ... istanszp82fbc   petitions.whitehouse.govpet ... ationplzlzpnc   petitions.whitehouse.govpet ... irangs7l50kv   petitions.whitehouse.govpet ... hirss8xqx9hs   petitions.whitehouse.govpet ... tatesnzjydlgm,normal
you my brother are a great nationalist ; and i can only hope that your truths find their way into the hearts of our nation .,normal
"france has been gone for a long time , we will have to retake it later because there will be no french people in not too long .",toxic
"yeah, i saw that ad on tv with the asian guy and the white girl and it bothered me .",normal
there are so many race mixing ads on tv that it gets overwhelming .,toxic
"when i was last time in south africa , we went to sun city and saw little black monkey children swimming , funniest thing was watching drying water off their faces , it looks exactly like baboon or something , way they do it , whites have certain mannerisms with doing things , they have completely apelike ones .",toxic
i think east indians may be considered white too because on the census asian means oriental as asia is a huge continent .,normal
i could be wrong on that because i ve not actually seen the census form but only heard about it .,normal
every hispanic i have known is terrified of dogs and do nt like cats either .,normal
forgot to add that in my earlier comment .,normal
deuteronomy 28  43 god speaking to his children   the stranger that is within thee shall get up above thee very high ; and thou shalt come down very low  .,normal
the jews say they are the chosen ones the blacks say they are the original hebrews israelites our worst enemies want to be us and we refuse to accept that we are his ! ... and so it goes ..,toxic
"also, it s so sad to see so much pre made crap in their grocery buys .",normal
our house is famous for lots of homemade stuff including the classic home made bread .,normal
"it s basic knowledge  if nature did nt provide it , your body does nt need it .",normal
because whites are discouraged from breeding .,normal
if white celebrities had lots of children that d set the dangerous example that whites should nt stop at 1  2 .,normal
ca nt have that .,normal
"but unfortunately , maine s become the dumping ground for somalis and other african trash .",toxic
and vermont is a uberliberal stronghold where child molesters are treated better then lawabiding citizens .,normal
jeremy moore was shot and killed at an oklahoma city apartment complex while delivery a pizza back in november 2008 .,normal
"pizza delivery driver shot in parking lot  oklahoma city news story  koco oklahoma city teen found guilty in murder of pizza delivery driver  news9.com  oklahoma city , ok  news , weather , video and sports",normal
"man accused of triple murder in hoffman estates denied bond  but at 1  30 a.m. friday , howard allegedly went to the home and a quarrel ensued .",normal
"he allegedly grabbed a knife from the home s kitchen and ended up stabbing engelhardt s father , alan , 57 , and maternal grandmother , marlene gacek , 73 .",normal
"both of them died at the scene , authorities said .   ... 041809.article by their names obvisously white .",normal
"a federal judge in new york closed a filthy jew kosher slaughterhouse tuesday , saying the plant s dirty birds posed a health risk to the community .",toxic
new square meats allegedly sold nearly 2 million uninspected birds to unsuspecting customers . source,normal
homo neanderthalensis was just a dumb negro subspecies of the negroid species and never whiteeuropean .,toxic
scientists portray neanderthals as whites because they re politically correct and scientifically incorrect .,normal
"young white people are doing it more then ever , it s just that those bloody clinics are getting better at what they do .",normal
"the jew alan fishman , 49 , of brooklyn , ny , was arrested along with the jew daniel ledven , 37 , of cresskill , n.j. , on securities and wire fraud charges in a scheme that swindled investors out of  20 million .",normal
"a third defendant , the jew gary gelman , 39 , of brooklyn , remains on the loose .",normal
source,normal
i dont get why having 3 kids is such a burden for white people .,normal
its only 1 extra kid than we normally have and if we all do it and tell are white neighbors to do it i know it would make a difference .,normal
all of these victims can be found here on stormfront .,normal
"their stories have been told before , so instead of showing the pics of the non white garbage that took from them , i am just going to post their pics so they will not be forgotten .",toxic
i will say i love god as much as i like .,normal
"that is not against the rules , to discuss theology is .",normal
get it right .,normal
yeah i saw that one on tv about the jew rabbi that was trying to get some from the 14 year old girl .,normal
go figure .,normal
sometimes pictures are worth a thousand words .,normal
and this was one was specifically designed to impart the message that minorities are the new acceptable future of america and that white people will be pushed to the back .,normal
blue bell ice cream has one showing five kids one black playing in the fields and barn .,normal
then the mother rings the dinner bell on the porch .,normal
"next the beautiful blonde white mother , grandmother , the 5 kids and an adult black male are sitting around the picnic table .",normal
that is just about as disgusting an advertisement as i have ever seen before and in fact the most disgusting thing i have seen ever .,normal
we need to figure out how to make these products on a small scale for the white nationalist community so we are not stuck buying from antiwhite companies .,normal
image melvin weiss .,normal
put s shakespeare s shylock to shame ... if mr. weiss had whiskers he would be indistinguishable from a rat.,normal
is this the one who broke out of six different concentration camps as a child and swam 200 miles upstream in the icy danube river ?,normal
i include myself in those who need to grow a set of balls .,normal
i m angry against myself for just letting this whole world drown into a jewish cesspool .,toxic
i know some may disagree with me but this man is one of my hero s we need some guys like this over here now,normal
"wow she is beautiful and a wn , i like her seig heil salute we need more women like this , she is very beautiful indeed .",normal
"comparing these pictures to pictures with serbs i do nt see much difference between them and albanians , the same dinaric and mediterranean subtypes .",normal
at the end of the day news such as this is what truly counts  not the ignorant and twisted opinions of street punks .,normal
i will try to post accurate pictures of those people who have familiar faces among our nation and stop posting a female and male photo models .,normal
it s an unfair representation of a nation some random bulgarians  img    img,normal
i was reading a news paper today and there was a picture on the front page russian youth causing the destruction while kyrgiz are staring at them,normal
looks like quite a few of them picked up a lot of aryan genes .,normal
"they re probably as highmaintenance as one of those crappy old east german trabants , though .",toxic
this is a struggle you will have to make your self .,normal
pride of race or government .,normal
no the truth 88white powerwhite victorywhite pride88,toxic
can someone tell me when i can find any mp3 of cebephibe bpata ?,normal
i ve heard five their songs and they are my favorites from russian white power music .,normal
14 !,normal
msciwoj,normal
"white, 73yearold woman , beating victim attends suspects  court hearings by joel allen posted  05.11.2010 at 8  43 pm a 73yearold loris woman who was severely beaten last week showed up at separate court hearings tuesday for the two boys accused of assaulting her .",normal
the two teenagers are charged with assaulting rose powell last wednesday and stealing her car .,normal
"as a result of the hearings , both boys will remain in jail for the time being .",normal
"and if rose powell has anything to do with it , they ll stay there for a long time .",normal
